patent_id,country_code,title,assignee,author,priority_date,creation_date,publ_date,grant_date,result_link,fig_link
KR-102041906-B1,KR,API engine for discrimination of facial skin disease based on artificial intelligence that discriminates skin disease by using image captured through facial skin photographing device ,주식회사 에프앤디파트너스,장현재,2019-03-06,2019-06-03,2019-11-07,2019-11-07,https://patents.google.com/patent/KR102041906B1/en,https://patentimages.storage.googleapis.com/d0/b8/ee/9461a53fe2a7fd/112019022932406-pat00001.png
US-11475710-B2,US,"Multi-modal emotion recognition device, method, and storage medium using artificial intelligence ","Genesis Lab, Inc.","Dae-Hun YOO, Young-Bok Lee",2017-11-24,2020-04-08,2022-10-18,2022-10-18,https://patents.google.com/patent/US11475710B2/en,https://patentimages.storage.googleapis.com/46/4c/21/cc82cc74697acf/US11475710-20221018-D00000.png
EP-3465459-B1,EP,Artificial intelligence-based network advisor ,"TUPL, Inc.",Pablo Tapia,2016-06-07,2017-07-06,2021-02-17,2021-02-17,https://patents.google.com/patent/EP3465459B1/en,https://patentimages.storage.googleapis.com/e4/ae/4a/5fc769bd727f5b/imgf0001.png
CN-106601228-B,CN,Sample labeling method and device based on artificial intelligence rhythm prediction ,百度在线网络技术（北京）有限公司,"徐扬凯, 康永国, 彭一平",2016-12-09,2016-09-12,2020-02-04,2020-02-04,https://patents.google.com/patent/CN106601228B/en,https://patentimages.storage.googleapis.com/af/41/2d/e21f94b48d40fa/HDA0001176044920000012.png
US-10140553-B1,US,Machine learning artificial intelligence system for identifying vehicles ,"Capital One Services, Llc","Sunil Subrahmanyam Vasisht, Geoffrey Dagley, Qiaochu Tang, Sean Reddy, Jason Richard Hoover, Stephen Michael Wylie, Micah Price",2018-03-08,2018-08-03,2018-11-27,2018-11-27,https://patents.google.com/patent/US10140553B1/en,https://patentimages.storage.googleapis.com/96/96/54/81e71544f05bea/US10140553-20181127-D00000.png
KR-102254457-B1,KR,Server for shopping mall based on artificial intelligence ,서명교,"서명교, 서평강",2020-03-30,2020-06-07,2021-05-20,2021-05-20,https://patents.google.com/patent/KR102254457B1/en,https://patentimages.storage.googleapis.com/0a/27/d5/d8e5db2b95a6d7/112020069878712-pat00001.png
US-12061446-B2,US,Building management system with artificial intelligence for unified agent based control of building subsystems ,Johnson Controls Technology Company,"Robert Locke, Sudhi R. Sinha",2017-06-15,2023-02-10,2024-08-13,2024-08-13,https://patents.google.com/patent/US12061446B2/en,https://patentimages.storage.googleapis.com/89/8a/51/ecad1b29472830/US12061446-20240813-D00000.png
EP-3692900-B1,EP,Artificial intelligence self-learning-based static electrocardiography analysis method and apparatus ,"Shanghai Lepu CloudMed Co.,LTD","Jun Cao, Kaifeng ZANG, Youchao LV, Pengfei Zhao, Erbin WANG, Chang Liu",2017-11-27,2018-12-01,2024-08-28,2024-08-28,https://patents.google.com/patent/EP3692900B1/en,https://patentimages.storage.googleapis.com/5e/69/ad/19bc0d4b860f1a/imgf0001.png
CN-109828831-B,CN,Artificial intelligence cloud platform ,成都考拉悠然科技有限公司,"贾可, 沈复民, 张宇阳, 易国锋, 申恒涛",2019-02-12,2019-12-02,2020-10-16,2020-10-16,https://patents.google.com/patent/CN109828831B/en,https://patentimages.storage.googleapis.com/a8/40/dd/badfdd9eaa6e33/HDA0001968153540000011.png
CN-106548773-B,CN,Child user searching method and device based on artificial intelligence ,百度在线网络技术（北京）有限公司,赵雅琪,2016-11-04,2016-04-11,2020-06-23,2020-06-23,https://patents.google.com/patent/CN106548773B/en,https://patentimages.storage.googleapis.com/27/ae/ba/8be4692fca82a7/HDA0001145502300000011.png
US-10664504-B2,US,Interaction method and apparatus based on artificial intelligence ,"Beijing Baidu Netcom Science And Technology Co., Ltd.","Liwei Chen, Xiao Zhou, Dianhai YU, Shiqi Zhao",2017-05-22,2018-07-02,2020-05-26,2020-05-26,https://patents.google.com/patent/US10664504B2/en,https://patentimages.storage.googleapis.com/8b/40/1a/5917254d753880/US10664504-20200526-D00000.png
US-11731368-B2,US,"Systems, methods, and media for artificial intelligence process control in additive manufacturing ","Nanotronics Imaging, Inc.","Vadim Pinskiy, Matthew C. Putman, Damas Limoge, Aswin Raghav Nirmaleswaran",2018-04-02,2021-06-08,2023-08-22,2023-08-22,https://patents.google.com/patent/US11731368B2/en,https://patentimages.storage.googleapis.com/a8/50/ad/8ddc260b58d8e8/US11731368-20230822-D00000.png
CN-110491382-B,CN,Speech recognition method and device based on artificial intelligence and speech interaction equipment ,腾讯科技（深圳）有限公司,"苏丹, 傅天晓, 罗敏, 陈祺, 张宇露, 罗琳",2019-03-11,2019-11-03,2020-12-04,2020-12-04,https://patents.google.com/patent/CN110491382B/en,https://patentimages.storage.googleapis.com/2b/ce/45/451d0b8e17422c/HDA0002164205490000011.png
JP-7063348-B2,JP,Artificial intelligence generation of proposed document edits from recorded media ,株式会社リコー,"エー ネルソン スティーブン, 博之 北田, ウォン ラナ",2019-03-15,2020-12-03,2022-05-09,2022-05-09,https://patents.google.com/patent/JP7063348B2/en,https://patentimages.storage.googleapis.com/70/26/87/1b0f3f465e60ed/0007063348000001.png
JP-7063347-B2,JP,Artificial intelligence updates to existing content proposals to include suggestions from recorded media ,株式会社リコー,"エー ネルソン スティーブン, 博之 北田, ウォン ラナ",2019-03-15,2020-12-03,2022-05-09,2022-05-09,https://patents.google.com/patent/JP7063347B2/en,https://patentimages.storage.googleapis.com/34/4d/c9/ae8294aa5ec19f/0007063347000001.png
US-11409736-B2,US,Methods and apparatus for performing machine learning to improve capabilities of an artificial intelligence (AI) entity used for online communications ,"Salesforce.Com, Inc.","Darshil Vipul Vora, Youngjun KWAK",2017-03-28,2019-07-10,2022-08-09,2022-08-09,https://patents.google.com/patent/US11409736B2/en,https://patentimages.storage.googleapis.com/73/ef/c9/20af5ae44b1ad7/US11409736-20220809-D00000.png
US-11068661-B1,US,Applied artificial intelligence technology for narrative generation based on smart attributes ,Narrative Science Inc.,"Nathan D. Nichols, Andrew R. Paley, Maia Lewis Meza, Santiago Santana",2017-02-17,2018-07-11,2021-07-20,2021-07-20,https://patents.google.com/patent/US11068661B1/en,https://patentimages.storage.googleapis.com/91/a7/3e/8cfc2d345f6e6f/US11068661-20210720-D00000.png
US-11928570-B2,US,Artificial intelligence methods and systems for generation and implementation of alimentary instruction sets ,"Kpn Innovations, Llc.",Kenneth Neumann,2019-04-04,2021-03-12,2024-03-12,2024-03-12,https://patents.google.com/patent/US11928570B2/en,https://patentimages.storage.googleapis.com/ee/30/08/339b3985676b97/US11928570-20240312-D00000.png
US-11595847-B2,US,Configuration of artificial intelligence (AI) modules and compression ratios for user-equipment (UE) feedback ,Qualcomm Incorporated,"Hamed PEZESHKI, Tao Luo, Sony Akkarakaran, Mahmoud Taherzadeh Boroujeni, Taesang Yoo, Arumugam Chendamarai Kannan, Jingchao BAO",2019-12-19,2020-09-12,2023-02-28,2023-02-28,https://patents.google.com/patent/US11595847B2/en,https://patentimages.storage.googleapis.com/de/38/8c/dbd9ecbd1ead61/US11595847-20230228-D00000.png
CN-107220232-B,CN,"Keyword extraction method and device based on artificial intelligence, equipment and readable medium ",北京百度网讯科技有限公司,"连荣忠, 陈泽裕, 姜迪, 蒋佳军, 何径舟",2017-04-06,2017-06-04,2021-06-11,2021-06-11,https://patents.google.com/patent/CN107220232B/en,https://patentimages.storage.googleapis.com/97/32/62/6deca4201ef0de/HDA0001263714950000011.png
CN-107526725-B,CN,Method and device for generating text based on artificial intelligence ,北京百度网讯科技有限公司,刘毅,2017-09-04,2017-04-09,2021-08-24,2021-08-24,https://patents.google.com/patent/CN107526725B/en,https://patentimages.storage.googleapis.com/df/26/6a/7151d43c924c81/HDA0001398371030000011.png
US-11494719-B2,US,Systems and methods for using artificial intelligence driven agent to automate assessment of organizational vulnerabilities ,"KnowBe4, Inc.","Alin Irimie, Stu Sjouwerman, Greg Kras, Eric Sites",2017-12-01,2020-06-05,2022-11-08,2022-11-08,https://patents.google.com/patent/US11494719B2/en,https://patentimages.storage.googleapis.com/f5/5e/da/a5872308314c1c/US11494719-20221108-D00000.png
US-11571256-B2,US,Image based pathology prediction using artificial intelligence ,Mazor Robotics Ltd.,Shlomit STEINBERG,2017-01-12,2019-12-07,2023-02-07,2023-02-07,https://patents.google.com/patent/US11571256B2/en,https://patentimages.storage.googleapis.com/09/4a/02/1175f9667a6acc/US11571256-20230207-D00000.png
US-12053704-B2,US,Artificial intelligence (AI) model training to generate an AI model personalized to a user ,Sony Interactive Entertainment LLC,"Justin V. Beltran, Dylan Butler, Kevin Kragenbrink",2018-11-05,2022-01-04,2024-08-06,2024-08-06,https://patents.google.com/patent/US12053704B2/en,https://patentimages.storage.googleapis.com/68/9f/2b/c75eefe6cc6966/US12053704-20240806-D00000.png
US-11894114-B2,US,Complex image data analysis using artificial intelligence and machine learning algorithms ,"Sirona Medical, Inc.","David Seungwon Paik, Vernon Marshall, Mark D. Longo, Cameron Andrews, Kojo Worai Osei, Berk Norman, Ankit Goyal",2019-10-01,2021-07-01,2024-02-06,2024-02-06,https://patents.google.com/patent/US11894114B2/en,https://patentimages.storage.googleapis.com/50/62/13/9280063c50c871/US11894114-20240206-D00000.png
US-11100506-B2,US,Fraud score manipulation in self-defense of adversarial artificial intelligence learning ,Fair Isaac Corporation,"Scott Michael Zoldi, Qing Liu",2017-05-09,2017-09-05,2021-08-24,2021-08-24,https://patents.google.com/patent/US11100506B2/en,https://patentimages.storage.googleapis.com/77/fb/2a/bd87e11286c4a5/US11100506-20210824-D00000.png
JP-7540127-B2,JP,"Artificial intelligence-based image processing method, image processing device, computer program, and computer device ",テンセント・テクノロジー・（シェンジェン）・カンパニー・リミテッド,"ファン，ユチ, ジョウ，ニユン, ヤオ，ジアンホア",2020-06-30,2021-11-06,2024-08-27,2024-08-27,https://patents.google.com/patent/JP7540127B2/en,https://patentimages.storage.googleapis.com/5c/0a/6f/41aa25b999f507/0007540127000020.png
KR-102305206-B1,KR,Robot cleaner for cleaning in consideration of floor state through artificial intelligence and operating method thereof ,엘지전자 주식회사,"김고근, 김수연, 이가민, 채승아",2019-07-11,2019-11-07,2021-09-28,2021-09-28,https://patents.google.com/patent/KR102305206B1/en,https://patentimages.storage.googleapis.com/82/29/f3/c959de41ace93b/112019070982112-pat00001.png
KR-101757446-B1,KR,Apparatus for controlling an air-conditioning system using artificial intelligence and a method thereof ,(주)아스크스토리,"황지용, 조균연, 이상원",2016-11-10,2016-10-11,2017-07-13,2017-07-13,https://patents.google.com/patent/KR101757446B1/en,https://patentimages.storage.googleapis.com/45/86/e3/1cdf4b169f861a/112016109893371-pat00021.png
JP-7336794-B2,JP,Artificial Intelligence-Based Algorithms for Physiotherapy and Rehabilitation Robots for Diagnosis and Treatment ,"ユルディズ テクニク ユニベルシテシ, バルトゥン ユニベルシテシ","アクトガン，アラハン, エミン アクタン，メフメト",2018-12-18,2019-10-12,2023-09-01,2023-09-01,https://patents.google.com/patent/JP7336794B2/en,https://patentimages.storage.googleapis.com/17/f7/8a/47999191b4e2b2/0007336794000001.png
CN-109686109-B,CN,Parking lot safety monitoring management system and method based on artificial intelligence ,江苏警官学院,宋祥斌,2019-01-02,2019-02-01,2021-08-10,2021-08-10,https://patents.google.com/patent/CN109686109B/en,https://patentimages.storage.googleapis.com/b8/37/07/806bca65a6f430/HDA0001933415600000011.png
US-10910107-B1,US,Computer network architecture for a pipeline of models for healthcare outcomes with machine learning and artificial intelligence ,"Clarify Health Solutions, Inc.","Jeffrey D. Larson, Yale Wang, Samuel H. Bauknight",2017-12-18,2020-10-04,2021-02-02,2021-02-02,https://patents.google.com/patent/US10910107B1/en,https://patentimages.storage.googleapis.com/79/07/c3/8f9c3911391225/US10910107-20210202-D00000.png
US-12059624-B2,US,Generation of an artificial intelligence (AI) model for automatic control of characters during game plays of gaming applications ,Sony Interactive Entertainment Inc.,"Steven Osman, Jeffrey R. Stafford, Javier F. Rico",2016-06-30,2022-12-07,2024-08-13,2024-08-13,https://patents.google.com/patent/US12059624B2/en,https://patentimages.storage.googleapis.com/5d/5c/ba/b2ecb971358b63/US12059624-20240813-D00000.png
US-11914674-B2,US,System and method for extremely efficient image and pattern recognition and artificial intelligence platform ,"Z Advanced Computing, Inc.","Lotfi A. Zadeh, Saied Tadayon, Bijan Tadayon",2011-09-24,2021-06-12,2024-02-27,2024-02-27,https://patents.google.com/patent/US11914674B2/en,https://patentimages.storage.googleapis.com/1f/a7/66/523c2d449f7405/US11914674-20240227-D00000.png
US-11507857-B2,US,Systems and methods for using artificial intelligence to present geographically relevant user-specific recommendations based on user attentiveness ,TeleLingo,"Roberto Sicconi, Malgorzata Stys",2019-10-01,2019-01-10,2022-11-22,2022-11-22,https://patents.google.com/patent/US11507857B2/en,https://patentimages.storage.googleapis.com/a6/2c/b1/db950ed01a566a/US11507857-20221122-D00000.png
US-11240181-B1,US,Artificial intelligence assisted service provisioning and modification for delivering message-based services ,"Jiseki Health, Inc.","Chandra Nagaraja, Tushar Vasisht",2019-01-24,2020-09-11,2022-02-01,2022-02-01,https://patents.google.com/patent/US11240181B1/en,https://patentimages.storage.googleapis.com/d0/81/96/284957710fdbe1/US11240181-20220201-D00000.png
US-11810204-B2,US,Artificial intelligence transaction risk scoring and anomaly detection ,"C3.Ai, Inc.","Romain Florian JUBAN, Adrian Conrad RAMI, Anton RUBISOV, Thomas M. Siebel",2018-11-14,2022-04-02,2023-11-07,2023-11-07,https://patents.google.com/patent/US11810204B2/en,https://patentimages.storage.googleapis.com/b1/9f/79/698c246a3f4bbf/US11810204-20231107-D00000.png
US-10042636-B1,US,End-to end project management platform with artificial intelligence integration ,Accenture Global Solutions Limited,"Krupa SRIVASTAVA, Mark Lazarus, Rajendra T. Prasad, Vijayaraghavan Koushik, Bhaskar Ghosh, Mohan SEKHAR, Robin Nastri, Arpan Shukla",2017-04-11,2017-10-07,2018-08-07,2018-08-07,https://patents.google.com/patent/US10042636B1/en,https://patentimages.storage.googleapis.com/32/77/91/7ab7afc58a4735/US10042636-20180807-D00000.png
US-12086562-B2,US,Applied artificial intelligence technology for performing natural language generation (NLG) using composable communication goals and ontologies to generate narrative stories ,"Salesforce, Inc.","Andrew R. Paley, Nathan Drew Nichols, Matthew Lloyd Trahan, Maia Jane Lewis Meza, Lawrence A. Birnbaum, Kristian J. Hammond",2017-02-17,2020-07-08,2024-09-10,2024-09-10,https://patents.google.com/patent/US12086562B2/en,https://patentimages.storage.googleapis.com/47/21/56/8f63d1fb9519d4/US12086562-20240910-D00000.png
US-11908245-B2,US,"Monitoring and analyzing body language with machine learning, using artificial intelligence systems for improving interaction between humans, and humans and robots ",Kepler Vision Technologies B.V.,"Henricus Meinardus Gerardus Stokman, Marc Jean Baptist van Oldenborgh, Fares ALNAJAR",2018-05-25,2022-12-09,2024-02-20,2024-02-20,https://patents.google.com/patent/US11908245B2/en,https://patentimages.storage.googleapis.com/cb/06/df/bdab942e40e7ca/US11908245-20240220-D00000.png
